rating	text
4	chestnut, coffee, lovely ripe fruit.  quite fresh and fruity. still well-structured but drinking well - no hurry to drink this. 
3	a little difficult at first.  then rounded christmas-cake fruit.  less exotic than the 85 and more 1-dimensional. top 
3	two halves, the better nicely balanced, biscuity, digestible.  top 
3	rather lovely, fresh, high-toned, dry and savoury.  top 
3	baked fruits.  balanced (12.5% a!), creamy.  the finish suggests it needs drinking over the next few years. 
2	bags of botrytis but a bit coarse. 
2	fresh, strawberry and redcurrant flavours with good balancing acidity and a touch of eldeflower. good, easy drinking for a summer's evening. 
2	"frizzante, only 6.5% alcohol, pleasantly refreshing.  rather like a moscato but floral rather than grapey.  it says ""dolce"" on the corner of the label - it's about demi-sec and nicely in balance of rthe style.  ideal for sunny garden evenings.  well made. "
3	rather good fruit, oak fairly evident on the palate but probably not excessive (although i must say i like less and less oak in my wines),  quite mineral too.  could do with a bit longer in bottle but probably won't make four stars as it seems just a bit simple by the highest standards. 
2	toffee and caramel, quite maderised and a bit vegetal but maintaining interest and drinkability despite being past its best.  i oscillate between finding this too far-gone and admiring it.  a reminder of what over-old white burgundy should be like, as compared to the current rash of prematurely oxidised wines that are simply rotting.   some will find this unappetising but i'll settle on 
3	lively, high-toned, more suggestive of puligny than chassagne.  good acidity and quite mineral.  very nice - what i hoped rather more 96's would be like! ()
3	bready, elegant, moderate weight (perhaps down to age),  lemony. long rich finish.  a top 
1	softly peachy fruit. easy stuff nicely made. top 
2	touch drier, richer, more serious but still fairly easy.  good 
2	a bit more depth and all-round strength with some positive evolution ahead.  not really long-term though. ()
3	fragrant, dry long. very attractive. 
5	dry and perfumed - gamy end. a star. more or less drinking now.  
4	lovely biscuity nose. balanced fruit - complex long, and lovely. 
5	fantastic concentration. thoroughly integrated after a fascinating nose. a great wine if not terribly cote-rotie. beginning to hint at volatility so time to drink, i feel. 
3	piquant - tending towards edgyness. still rather good mature wine.  top 
4	quite dry barley-sugar fruit. intense - lots of fruit almost obscuring lots of botrytis.  rich and very good - ()
3	quite liquoricey, sweet - spirit a bit disjoint currently - raisiny fruit. extravagantly sweet ripe. nice but suspect balance to me currently  - it might well improve. ()
3	possibly just past its peak, but a nice wine for those who like their champagne old (which i do). ok, 1990 isn't that old, but this isn't the greatest name in champagne either. good, slightly oxidised maturity with the 1990s softness evident. 
4	this bottle has been shouting 'drink me, drink me!' for the last couple of years - eyeing me up each time i opened the cellar. i had it last in 1999, when it was disappointing. this time though it was a glorious claret with warm, pencil-shaving nose and palate. i'm glad i've resited its calling until now because this bottle was caught at its best. there is a touch of weediness (well it's not the best vintage ever), but the balance is fine. this is the sort of wine that makes keeping fine wine so satisfying. i could drink a lot of this, alas though this was my last bottle. a charming 
3	a coarser wine than the pichon above, with higher toned acidity and a more granular structure. good, pleasant wine that held its own. a good, solid 
3	from a half. marmalade nose, and a waxy, lanolin palate. a bit simple possibly, but showing rather nicely. 
3	i can't usually get too excited about sancerre, but this is rather enjoyable. it has enough age to have lost its initial zing, but still has a pleasing balance of fruit, acid and honeyed, grassy flavours. 
2	this is syrah, garnacha and tempranillo in the ratio 7:2:1. modern wine, but well made with a dryness of fruit balanced by good tannins. a bit closed at present i feel, but it probably has some potential. a cautious ()
3	rich and satisfying yet balanced.  has benefited from a bit of cellaring. an under-rated house. a  good 
5	wax, lanolin, quite dry, grass and corn. very, very long.   really lovely.   
5	a little lighter at first but  very similar in character to the haut brion tasted with it. long again. fills out nicely once it has been open a while.   excellent. 
4	fragrant fruity nose, liquorice, mineral palate.  really interesting wine.  
5	lovely dry savoury palate. sucks from your tongue after a ripe start. classic mature claret and really good. 
5	open, fruity nose - lovely irony palate.  scrapes 
5	quiet nose - totally individual irony, dry, complex, long palate. a great pleasure.  
4	stylish, high-toned. integrated botrytis. a really good wine from a property that doesn't always do it for me. 
2	lightweight, dilutish wine, but clean and otherwise balanced. 
3	drinking nicely with hints of chocolate and an overarching dryness. a good 
2	a touch of rusticity in the background behind some good sweet fruit. simple. 
4	grassy, very dry,  elegant, touch of autolysis.  lovely balance.   
3	peachy, off-dry, nice balance. fairly low acid. a lesser vintage but it might well age nicely.   
4	touch of kerosene,  very textured.  quite intense and long. the richness is down to a a touch of botrytis apparently.  bare 
5	amazingly long.  mineral too.  dry, complex.  drinking well but completely fresh. gorgeous. scrapes 
2	bone-dry, nice range of flavours.  very good basic burgundy. 
3	broader, slightly flatter. quite rich - rather impressive.  decent 
3	"a touch of toffee, quite complex. very minty. odd but interesting. very mineral too, which seems a good sign.  there's an element of ""benefit of the doubt"" in going for a bare ()"
3	very fresh and clean, sophisticated chassagne from a vineyard i hadn't really heard of. nicely poised. top 
3	mainstream, quite beetrooty, fairly rich.  very nice.  a basic 
3	rustic edge.  dry finish.  not totally sucessful in a difficult vintage.  
3	gamy, exotic. a touch rustic.  slightly dry and edgy from the oak. perhaps it will soften but i worry it's been pushed a bit hard.  bare 
3	rich, full, impressive.  carries the oak rather more easily.  still a bit hard at the end.   
3	better drinking - the quality of the vineyard means the fruit has the density to carry the oak.   top 
4	brown sugar - quite restrained. very fine and long. top 
3	fragrant, easy,light.  salty and appetizing. a bit too easy to be great, perhaps. top 
4	rounded, quite ripe, meaty and tending to decadence.  high-toned.  very nice if not wildly complex.   
3	elegant, lacks a bit of weight and grip perhaps - mostly the vintage i guess.  fine wine but lacking any very special buzz. top 
4	smoky, refined, holding nicely although for drinking in the next year or two.  rather lovely. top 
4	reminder to self: i must stop thinking of eighties clarets as infants. this is pretty much mature although it will probably evolve interestingly over a decade or more.   very classic cigar-box and cassis.  a pleasure to drink. top 
3	exotic, or perhaps i just don't drink enough brunello.  fresh, herby, redolent in a curious way of ice-cream.   very attractive. top 
4	coming towards maturity - great breeding: fine balance in quite a weighty wine.  all the classic barsac characteristics. 
3	green-rimmed, quite fresh, elegant nose.   perhaps lacking the weight and complexity of the best colheitas but a rather good drink. slips down very easily - the bottle is empty today! top 
3	a bit disappointing - too easy to drink. that may sound odd, but i want my chablis with some green acidity and this wine is too soft and lacking structure. having said that, it's not bad. i suppose a grudging 
2	easy, peachy fruit.   pleasantly fruity.  
1	fragrant in an oily sort of way. a touch flabby.  fading. 
2	rieslingy.  nice weight.  bare ()
2	a bit flatter and a touch dull. ok, but only 
3	dry, good concentration. nice balance.  top quality in a restrained style.   ()
3	mineral.  good length.  lovely too.  ()
2	lifted cherry cough sweet.  pleasant wine.  
3	similar, quite concentrated. bigger and riper. bare 
2	"quite suave. serious. a touch of vanilla.  modern-style - ""fut de chene"" proudly advertised -never a good sign. "
3	stylish mature wine. fades in the glass though. bare 
3	a bit rougher but interesting. mature rustic wine - reasonable enough. bare  
0	very pale.  thin on  the palate. a curiosity - technically french but made in the southern hemisphere.  
1	middle weight - a bit colourless. 
3	xmas cakey muscatel  grapes. citric. quite sweet but balanced. nice. 
3	drier, nicely poised.  slightly hot, bitter finish. bare 
3	orange peel, grapes and cofee beans. smoky. interesting. a good 
3	almost a maderised feel to it with honeyed apples and a slight woodiness on the nose. good stuff. 
4	opened with trepidation given toby's recent article ablout 1996 white burgundy. this one, however, was fine. elegant, light to medium bodied and with good use of oak. good texture to the wine. possibly needs more time in bottle to be at its absolute best. 
3	i don't know whether to score this wine or not. when first opened there was an immediate whiff of corkiness. however, returning to the wine later in the evening no corkiness was present, but it did seem a bit flabby and with an oxidised edge. i am now drinking the rest of the bottle as i type. again, when i first took the cork out (a different cork to keep it stoppered up over night) a corky edge lurked within the wine. but it disappeared! as had the oxidised edge! the wine i am drinking now is a delight of steely mature chardonnay. wine left overnight like this usually leaves me cold (see the note for pichon '92 below). but this wine seems to be living in reverse (if i left it another few days i'd probably end up with a bunch of grapes). quite a lot of crystals are present in the wine (they actually made a noise on the bottom of the glass when i poured the last glass from the bottle). scored as it is now drinking: top 
3	beginning to tire - fruit oxidising. drinkable, but not for too much longer. 
4	a joy. not a wine that needs too much thinking about, but delivers what is expected of a decent twenty-year-old pauillac. elegance and grace, and with the clarety minerality of age. at peak, i think, but no rush to drink up. 
4	i have quite a lot of this wine, and i have been a bit concerned of more recent times whether i needed to rush to drink it up. on this bottle's showing, i need not have too many worries about that. not quite up to the standard of the previous wine (it somehow lacks the breeding), but good nonetheless with fruit and maturity working well together. no rush to drink up. 
3	from a half. dark tarry, amber colour. lovely black treacle nose. 
1	inferior italian fizz. soft. 
3	from a two-third. sweet and muscaty soft. not a style i enjoy. 
3	i thought this was riesling! some sweetnes and richness with a touch of steel. not as long as it might be. 
3	very thin compared with the other wines of the evening (my fault for bringing it!). good, but not showing as well as it should. liquorice and mineral. i liked it, others didn't. 
1	from a half. vegetal, coarse. varnishy. astringent finish. odd. 
4	sweet botrytisy nose. lovely balance. delicious. a top 
3	good colour, a touch green on the palate. decent. 
3	slightly metallic, some age. not much going on. 
4	young coloured - subdued nose. oak and good, closed tannins. 
4	smokey tempranillo. delicious. pick of the reds for me. 
2	young and deep and with sweetness. tannins, but a bit volatile. 
3	more age than others - a touch tarry. not quite together. but ok. 
4	from a half - i think. tasted(?) at the end of the evening. can't remember much about it, and i didn't make notes. but i seem to have scribbled down 
3	good textured wine, with slightly bitter tannins. black cherry fruit. 
3	mineral, dry, fairly austere, quite flavoury.  very nice.  top 
3	quite forward - eminently approachable already.  authentic burgundy fruit, decent acidity and a sophisticated creaminess to the texture - all very good.  it seemed to lack a measure of intensity, particularly late on the palate - it seems to fail to be either properly intellectual or properly hedonistic.   a good wine, for drinking over the next couple of years.  top 
2	genuine chalky minerality and, once it has opened up, rich (but not excessively so) nectarine-kernel fruit.  nice acidity and good length.  starting to drink quite well now but no hurry to consume. easy ()
3	clean, mineral, pure and delicious. 
3	it's a good trick, combining tautness and minerality with creamy-textured fruit. delicious  - and nosign of the problems thatplague the vintage.  bare ()
3	rich and full, fairly advanced (as the wines from this producer often are) but no sign of the premature oxidation tha plagues the vintage.  there's a bitter edge to the fruit that stops me giving the highest rating - it's a funny thing, bitterness:  sometimes it seems  an asset to a wine sometimes a problem.  i'm not so  keen on its manifestation in this wine.  still a top 
3	rich, quite fat, slightly off-dry. forward (perhaps the vintage) and nicely mouthfilling. a good 
2	high-toned, dry, floral. mineral. ()
3	richer, keroseney, slightly off-dry (this vintage was quite warm in nz too). balanced, long. forward. 
2	fat, quite evolved. dry and balanced but the fruit doesn't quite have the tone. a good 
2	ungainly now. hard. fantastic underlying concentration, comlexity and length - will be excellent. ()
4	dry but rich. complex, still a bit hard. ()
5	fantastic complexity - resolved i guess but nowehere close to decline.  a delight and like the previous two wines, quite firm and masculine. 
3	high-toned, so juicy.  lovely.  structured.  ()
4	riper and bigger.  complex and delicious. a bit easy-going to be really great.  bare 
3	shoe-polish.  showing its age a bit. no more than 
4	lovely - completely fresh, complex and long. easy 
4	pale but green rim. loads of brown sugar.  fantastic fruit. a lovely dessert wine. 
3	high-toned nose hinting at aniseed.   quite sweet light-to-medium weight palate.  very fragrant and elegant. others found things they were less keen on in this wine but for me a top 
2	tropically edged green-pea fruit.  manages to be quite easily fruity but pretty dry and appetising. good intensity and length. very pure and enjoyable.  
2	light-coloured, fragrant, pinot-like. really fairly simple but pleasant.  makes 
3	intense brambly fruit - quite forward.  easy-going, more or less drinking now.  
3	dark and dense - wood still a bit evident on a concentrated background.  as it opens up it is just simply very good. ()
4	the fruit seems very mature - almost over.  herby - quite complex. still quite tannic. as paolo de marchi remarked, there can be a problem with sangiovese of the fruit maturing before the tannins. bare 
3	quite mineral as cabernet goes.  rounded, easy, very drinkable, but without the edge of the ceparello. 
2	a bit higher-toned perhaps.  more tannins but generally a little bit thinner. still nicely elegant. ()
4	quite sweet.  fairly sherried and very intense.  lovely concentration. 
2	one of those wines that is just bordering on the past it, but is still pleasant and intersting to drink: it's possibly just that bit too oxidised, but this has given it a nutty character. 
1	rather disjointed and disappointing - a bit volatile. it might come together, but i think not. 
2	not something to get too excited about, but with decent, sweet strawberry/cherry fruit. 
4	elegant, fine, fruity, long, long finish. 
5	mahogany -  dry, oozing age, complex, quite challenging and altogether wonderful. 
3	elegant, savoury, rather good. 
3	really nice - just a hint of sweetness - chocolate fruit.  top 
3	gamy, rustic, straw nose. nice fruit. idiosyncratic but nice. lovely. top 
3	light-medium weight elegant, high-toned. strawberry - perfumed. dry. very good. decent 
3	much more dense - cassis fruit.  a very substantial wine - but nice balance.  maybe even ()
3	taught, dry and structured, fragrant too.  high-toned, complex.  good 
3	tending towards leafy, high-toned, hints of tobacco. very mineral and  stylish.  ()
3	slightly softer riper and rounder.   still nicely structured. probably a better all-round wine than the 2000. ()
3	pure dry rich - elegant.  top 
3	more spicy (white pepper) complex long. ()
3	more mineral. spicy. delicious.  top ()
3	a bit enigmatic.   intense - concentrated.  this may be beginning to emerge.  ()
4	sage and onion stuffing - cranberries. strange but splendid.  
2	light fragile colour, sweet dilutish strawberry colour. pleasant enough. 
2	well put together tight wine, bright and vibrant. good fruit, nice balance. probably only for short term aging. a good ()
4	white bread leaps about of the bottle on opening.   nutty, dry, green apples - the fruit changes every time you come back to it.   a prestige cuvee that lives up the billing.  lovely drinking. easy 
3	could do with another year or so to mellow, but this is nicely structured fizz with floral aromas and refined, appley pinot fruit (it's a bdn, i believe) with overtones of white chocolate. pleasingly dry. top 
4	a blend of grapes from 89,90 and 91 - cuvee 5, disgorged march 04. fresh bread and apple nose, rich full yeasty and meaty palate. perhaps in danger of being a bit coarse without food (as blanc de noirs sometimes are) - possibly a little more time in bottle will help. complex and with a long, honied finish.  this opens up with a little breathing and is really rather good.  top 
4	"honey, yeast, apples - a complex nose and palate that repays attention. this still seems a bit tightly wound as yet.  my impression is that while very good there's no extra depth of character apparent from its ""single vineyard"" status.   a prestige cuvee i'll try again but i won't be rushing. bare "
3	a half, opened rather soon after shipping.  seemed confected and estery at first, quite citric but with decent concentration.   i think this is better than it initially seems.  let's say it is scraping 
3	white bread and currants on the nose.  light to medium weight - elegant fruit. quite a lot of meunier - which shows slightly negatively on the palate. very good but could one ask for slightly more intensity without sacrificing the elegance? i'm not sure.  i'm being critical - but this is very nice.  (2001 plus reserve wines - disgorged june 2004 - i like the informative back-label). very top 
3	rich nose - chocolate, yeast, dense fruit.  quite a weighty, vinous palate - perhaps a bit heavy at the moment and perhaps rather wood-influenced, but this might mellow with a year or two in bottle into something very fine.   might even rate another star in its way but for now 
3	touch of white bread but mainly ripe granny smith apples on the nose. pretty decent basic nv. bare 
3	perfectly pleasant but a bit nondescript.  this has aged ok without really developing in an interesting way. 
3	this is rather dominated by farmyard straw on the nose an palate - too rustic for me in a way that i don't think will improve with age.  ok, but no more than that.  bare 
3	100% old-vine pinot meunier and thus interesting.   floral and perhaps floury (or am i being influenced by the name of the grape) fruit, quite forward in the mouth and a bit colourless on the mid-palate with an ordinary finish.   real champagne balance (quite dry) makes it pretty drinkable however, although it is hard to find much real complexity.   an oddity that is worth trying, particularly if one wants to get a grip on the grape and what it might contribute to wines like moet nv, for instance.  scrapes 
4	quite autolytic, appley fruit, complex an honied, quite dry and with good pinot gutsiness.  all this after seeming a bit maderised at first, but as often with champagne this seemed to blow off. excellent. 
4	citric, appley nose with yeasty notes - quite complex.  ripe, rounded fruit despite the excellent acidity of the vintage - needs a bit more time though - aspects of it seem quite tightly wound still.   quite long too and creamy textured.   ()
4	light to medium weight, elegant, complex and nutty, quite long.   just occasionally it seems a little oily/keroseney on the palate but that may be the food i am having with it.   really pretty good, although probably for drinking over the next couple of years.  a good deal from oddbins at not muchover 20. bare 
1	a bit coarse on first sip, but this seems less noticable afterwards.  the fruit quality is a way short of champagne so a fairly basic wine. pleasnat enough. 
4	last taste from a nearly exhhuasted bottle (i arrived late).  seemed typically lovely.  
4	gamy, succulent tannins. lovely. 
4	gamy, warm berries, very pleasant - typical mature beaucastel of this period.  
4	to make up for the corked rhones! touch of game,  lovely ripe fruit, quite low acid.  lovely. 
6	chocolate, cherries, strawberries, easy, rich yet appealing.  lovely complex palate.  really, really top port.  
3	complete wine - really pretty good but so upstaged by the niepoort.   bare ()
2	quite mineral, but this seems a bit flabbier, flatter and lacking freshness than i remember.   i could worry that we have a touch of premature-oxidation disease here although the wine is perfectly drinkable.   i hope it's an odd bottle, the one i had in july 2004 was fine and i've had a couple since which i did not note because they were similar.   
3	nice fruit, very drinkable.  quite luscious even with a richness that one might attribute to the standing of the vineyard.  good balance too.   but nice though it is, i find it rather undemanding - no tautness, no succulence, in short no really grown-up qualities.   i'd hope for more excitment from this vineyard.  still a fine drink, and it doesn't sell for huge money either.  
3	a bottle drunk over two evenings as opposed to my last notr from the middle of a wine dinner.   bright and attractive raspberry, cranberry and beetroot pinot - a touch of oak and tannins but fundamentally in an easy drinking style.   very pleasant drinking but not profound.   will improve a touch over a shortish timescale but not a long-term wine. 
2	very (excessively even) citric, good acidity and a modest finish.  no sign of 96 oxidation.  i was given this knowing only that it was a 96 white burgundy - thought it might be a disappointing grander wine.  actually this is rather good for its level. top 
3	on first opening, bright, high-toned, delciously fruity - mainly red fruits - and with good balance and length.  very quaffable.  later, some minerality appears too and it seems stylish too.  very nice indeed.  probably for drinking over the next few years.   a very top 
3	even with decanting, still quite hard and needing food.   stylish - i hope it will resolve well. 
3	a bit reductive at first, opens out to reveal strong high-toned fruit and a bit of pinot animality.  a touch hard at the moment, particularly without food, but pretty good.  top 
4	splendidly mineral and delicious. bare 
2	one bottle rather orange an unpalatable - oxidized burgundy syndrome, i fear.   another quite mature and hinting at the same but still rather good and pleasantly drinkable. the good one: 
3	fresh strawberry fruit, moderate acidity, some tannins and still quite firm although the acidity is moderate.   opens out nicely overnight but still has a twist of bitterness at the end of the palate that i have mixed feelings about.  bare 
4	bone-dry, austere at first but then just very classic appetising white burgundy at peak. bare 
3	very elegant - specially considering this is blanc de noirs.   dry yet very appetizing.  bare ()
3	quite fine - creamy but a little sweet - lacks minerality and steelyness. 
3	tight, dry meursault nuttyness, lovely acid, touch of lemon.  very fine.  ()
5	very fine, balanced, complex.  intense, very long. still improving. 
3	gamy, nice ruit, earthy, nice but not so long. very pleasant mature wine.  
5	ravishingly gorgeous, elegant, fragrant fruit.  very lovely, if a little light and perhaps no more than it ought to be for a grand cru.  some want to keep this for 10 years and (probably) good it will be in rather a different way, but i love it now too. 
5	lovely mushroomy nose, perfectly fresh, nicely dry.  ripe but with excellent acidity and good length.  
4	creamy and mineral. excellent 
4	very mineral, stony and dry,  lemony, intense, very raveneau. starting to drink well.  
4	delicate, fragrant, almost floral.  medium-weight palate, succulent tannins gives some bite on the finish.  bare 
4	very evolved colour. open nose, rich,  hinting at corruption.  slightly open palate that puts me off, but classy irony hints are rather lovely.  bare 
2	a bit grassy and cloying on the finish.  i enjoyed this at the square in london a while ago but it seems a bit dull this time. 
2	bright, clean, nice pure fruit.  nice acidity - mouthwatering.  scrapes  ()
3	one bottle a bit cooked and plummy, another brighter and fresher with good density of fruit.   not, i suppose the finest or most complex fruit, but nice.   the better one a bare 
2	quite rustic, light-bodied but quite intense.  characterful. top 
2	quite leesy and rich - chassagne-like.  a touch showy perhaps.  top 
2	nice tone, appetising.  
3	friends brought this round for lunch. lovely medium weight burgundy with touches of toffee, nuts and melon. good to have a wine that doesn't seem sterile in its freshness and isn't trying to be any more than it should be. 
3	and here's the coincidence. i just happened to drag this out of the racks in preparation for the same lunch. this, as one would expect, has more signs of age - there's also a slight dirtiness/stalkiness to the wine (again none of that sterility that can make some modern wine so boring). good maturing burgundy. 
4	this wine has been a bit of an enigma over the years - toby and i have both given varying reports. this bottle, however, was exactly what it should be. fresh and vibrant, sweet strawberry and beetroot, and with good acidity. more than pleasant. 
2	bright and high-toned. good. 
2	nice fruit concentration. good acidity. bare ()
2	added complexity.   fine length. ()
2	restrained - gives the impression of being a bit less complex - or is it just a bit closed?  bare ()
3	the nightmare vintage - this is quite restrained to the point that i worry a bit about its weight.  it's retained some good puligny character though. bare 
2	pure pinot - simple but nicely balanced. bare 
2	richer and more complex. 
3	again richer and nicely textured. quite dry with a touch of minerality. approaching 
2	youngish vines but good definition with bright fruit. bare ()
2	elegant - well-bred.  pretty good. top ()
3	meaty, substantial, vinous, fairly soft.  a bit short on elegance perhaps. a good 
3	frothy, fine mousse.   sweet fruit, quite exotic, rich.  very much a food wine.  scrapes ()
3	fat tokay nose.   rich sweet palate.  pretty good - needs time.  a bare ()
3	botrytis - fairly rich.  barley-sugar. tends to shortness and quite sweet. quite evolved (green and gold too). top 
4	christmas cake, underbrush, touch of smoke. quite rounded fruit. pretty elegant. 
4	smokier, tea nose, fragrant, moderate weight. quite easy-going fruit, very tannic finish.  ()
2	tobacco-leaf,  elegant, but just slightly rough-woody too. is it absolutely and completely right? 
3	pleasant mature claret - a little nondescript perhaps.  maybe not a great bottle of this? 
6	smoky, cigary, classic. later, spring flowers.  perfect balance.   lovely.  
4	leesy, rounded, touch of nuttyness.  very fine.  
5	rich, easy-going. pure, effortlessly fresh. elegant and lovely. bare 
5	rounded, earthy, really quite splendid with years to go.  a fine   
2	pineappley oak from this (new) barrel, yeasty, rich and rounded fruit. 
2	hazelnut fruit, quite tight and with good length.  the acidity seemed moderate. top ()
2	back to round, chassagne richness. mouthfilling, and potentially very drinkable. ()
2	tighter than the romanee, excellent chassane again. ()
3	exotic, complex, yet well-defined. lovely long finish. ()
3	lemony fruit, clearly classy but a touch insubstantial, perhaps because this is quite young vines.  bare ()
3	hazelnuts, quite etheriel with a lovely underlying richness.  splendid. ()
3	quite closed currently, stony and dry.  good length. bare ()
3	more floral than the caillerets, excellent length. bare ()
3	rounded forward fruit, but with a steely core not evident in the other chassagnes.  very good. ()
2	a touch of ginger on the nose.  lots of class but pretty moderate weight again - one could imagine this filling out though. ()
3	jumps out of the glass - mixed tropical fruit and some veg.  rather exotic and not my sort of thing. very early drinking. bare 
3	quite fat but much more in balance than the caillerets, with a floral touch. good 
2	ripe and plummy, beetrooty, quite rich. ()
2	higher-toned, crunchy red fruits. potentially rather good. ()
2	a synthesis of the last two, nice balance and quality fruit. ()
3	elegant plumns and red fruits. rather good. 
3	perfumed, more feminine than the chaumes but still well-structured.  a touch of beetroot too. top 
3	plummy, baked fruit character - the berries were small and shrivelled.   bare 
2	easier to see through the effects of recent battonage on this wine particularly.  apples, nuts, good richness. at least ()
1	forward, fruity, characterful.  top ()
2	richer, probably will be very good. ()
2	pure, dry, penetrating, very classic. maybe even  ()
2	pure and bright, nice fruit but rather tannic. good ()
2	lovely pure fruit, very fine - i do hope it doesn't get too much oak, but i fear it will dominate the wine. top ()
2	tannic again, but a nice purity of fruit. ()
2	concentrated, rich and tannic. ()
2	forward, fruity, nicely made. 
2	quieter, less flamboyant than the auxey. attractive. 
3	fragrant, lifted fruit.  very nice but the oak a bit intrusive on the finish. 
3	soft-textured and ripe (the vintage i guess).  rich fruit.   bare 
2	pure, dry, quite tannic. ()
2	quite mineral, leesy now, fine, frangrant and elegant.   ()
3	flamboyant, outgoing, splendid. ()
2	stony cherries, really nice fruit.  ()
2	strong, iron, dry and reserved, with quite light-bodied fruit.  ()
2	more rounded, fruity and earthy. ()
2	intense, round cherry fruit, and a touch of farmyard. ()
2	mineral, light-bodied, dry and intriguing. ()
3	earthy, spicy, dry, quite reserved. ()
3	richly gamy, quite striking - flattering now but it could also become a touch tiring compared (for example) to the graceful champaux.  ()
3	both rich and elegant, it seems to combine the best of all the other gevrey's.  lovely. ()
3	reserved (compared to the st jacques) elegant and intense with a very long finish.  very impressive.  ()
2	nice nose, pure and unforced.  fine, dry palate. a good example.  
2	bright red fruits, pure and appetising.  very fine for the classification. top 
2	red fruits - very chambolle. good concebtration and complexity for village wine. ()
2	orchard fruits and plums, quite easy-going.   top ()
2	higher-toned, cherries, quite dry, bright and elegant.  very good indeed.  ()
3	charming strawberry fruit. nice weight in the mouth.  lovely. 
2	mineral, high-toned, savoury and appetising.  ()
2	not unlike the fuees but a little less striking at this stage.  ()
3	a bit animal, but still pure and precise, expressive of terroir too. top 
1	pretty feeble effort. this could be fizzy anything. it has no character. 
3	pleasantish white with a good texture and peachy fruit. i'm feeling generous 
1	dull - none of the depth, freshness of fruit or vibrancy i was expecting. 
3	tangy, yeasty.  quite concentrated. not especially fine or long.  
2	sherberty, lemony.  extravagantly rich.  touch of liquorice.   has a certain appeal, but it's out of balance to me.  bare 
3	a bit light but reasonable flavour and balance.  bare 
2	very cassis nose, minty.   very primary.  very ripe.  structured under quite open fruit.   
2	rich, lifted cherry fruit.  touch of oak etc.  
2	cherry again - dry tannins.  might come good.  
3	lighter weight - a bit more old-fashioned.  touch of volatility on the finish.  good underlying intensity. bare ()
3	laid back, suave.  ripe but balanced. pretty nice.  
3	reductiveness blows off - dry, quite flavoury.   
3	pleasant, fresh.   seems rather older than its years.  
3	absolutely horrible at first - fetid, suggestin oxidation.  cleans up so much in the glass - good nose - slightly dull palate.  might be even better after a few hours in decanter. top 
1	drying out badly.  
3	bright and pure.  dry, meaty, long.  nice intensity.  top 
3	baked, tarry, old-fashioned.  still quite tannic.   the sort of wine one needs to decant well in advance and to drink a glass or two over a couple of hours.  at least ()
3	nice fruit.  quite tannic. solid old barolo.  top 
5	very graceful - round, ripe fruit.  lovely.  
3	pleasant old thing, without being special.  top 
3	quite botrytised. elegant, lighter weight but nice intensity.  
3	darker,  larger.  burnt marmalade.   very rieussec.  perhaps needs time.  ()
3	a bit dry, light, hard - a bit low on fruit.  a touch spirity but quite intense.  
3	lovely, classic bordeaux nose.  bright fruit, but a very odd, harsh, late-palate and a slightly hot finish that leaves bitterness in the mouth.   would be lovely except for that. 
3	very nice - mineral, classic claret.  lovely balance right through.   for drinking. top 
4	medium weight with a lovely savoury palate and a touch (not unpleasant now they are resolved) of the vintages tannins. i like this a lot - probably has more time left than the 81.  bare 
4	very nicely classic.  cigar box and sweet, ripe fruit nose.   follows through nicely with a high-toned palate.  bare 
2	a bit faded, but alive and quite pleasant - splendid effort for the vintage.  very drinkable.  from a half.  top 
5	intriguing brown-sugar nose with lots of mineral terroir notes.   very classic and savoury - gorgeous.  returning to it:  walnut nose and the palate too is like licking one.  high-toned again.   really splendid but still needs time. ()
4	stunning mix of flavours - quite fascinating.  hints at an edgy volatility too.  delicious but needs drinking - it may be a bit unstable. top 
5	perfectly balanced mature claret - so mineral.  an absolute pleasure from beginning to end. 
6	stands out above the last two wines with an amazing extra depth and huge complexity.  suave, yet dry.  very, very long.  no hurry to drink. 
4	very ripe and rounded - silky rich texture and a long, complex palate.  relatively forward.   i can see how this got its rave reviews from parker, but on returning there are piquant notes too.   top 
3	much more classic than the 90 - dry, flavoury with marked tannins.   my impression is that while very good this won't become a star like the 70 or 61 - it seems a touch lighter.   ()
4	exotic coconut nose, creamy.   not claret as we know it, but fascinating.   there's great depth and structure and so this probably will be stunning in a while.  bare ()
3	young wine cassis - but montrose minerality too.  fairly ripe - it seems in a slightly softer more modern style than the later wines in this flight. good though.   
3	liquid minerals and excellent fruit.  very good and will be lovely.  ()
3	very dense - a cross between 98 and 90.   qute a monster, but perhaps some of the older wines were that way in their youth. still, this will surely be lovely in ten years. ()
3	mineral again but a bit more restrained and classic - less exotic than the 96.   i like it a lot - almost more than the 96 - very stylish and balanced.  ()
4	a blend of 91, 90 and 89.  apple and mushroom nose and palate - very meaty and substantial.  big finish. 
3	two bottles, quite different.  one very honied and becoming a bit austere.  one fresher with nice richness.   both quite good. 
3	pleasant old thing - it may be the end of a long night, but it seems just to be fading a touch.  
3	nutty, honied, touch of herbs, quite elusive - occasionally has a certain flatness. rather attractive.  
5	very reductive but after a while in the glass, fragrant, sous-bois, nutty. real tar and roses. reveals more each time ypon come back to it.  bare 
3	very pleasantly fruity although a touch of oxidation too.  some bottle variation.  drink up.  good 
4	fresh, mainstream old barolo - tar and roses again. very nice. 
3	mushrooms, underbrush.  pure fruit. still quite primary of course.  dry and savoury. ()
